Version, File Name, NR, NAuth, Loc Added, Avg Loc Added, Max Loc Added, Churn, Avg Churn, Max Churn, Chg Set Size, Avg Chg Set, Max Chg Set, Buggy
6,src/java/main/org/apache/zookeeper/server/quorum/Election.java,3.0,3.0,21.0,7.0,18.0,18.0,6.0,18.0,182.0,60.666668,151.0,NO
6,src/java/test/org/apache/zookeeper/test/ChrootAsyncTest.java,1.0,1.0,48.0,48.0,48.0,0.0,0.0,48.0,6.0,6.0,6.0,NO
6,src/java/test/org/apache/zookeeper/test/ChrootClientTest.java,3.0,3.0,55.0,18.333334,48.0,55.0,18.333334,48.0,64.0,21.333334,41.0,NO
6,src/java/test/org/apache/zookeeper/test/NullDataTest.java,2.0,2.0,73.0,36.5,72.0,72.0,36.0,72.0,42.0,21.0,41.0,NO
6,src/java/test/org/apache/zookeeper/test/ObserverQuorumHammerTest.java,1.0,1.0,43.0,43.0,43.0,0.0,0.0,43.0,24.0,24.0,24.0,NO
6,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/LockListener.java,1.0,1.0,38.0,38.0,38.0,0.0,0.0,38.0,6.0,6.0,6.0,NO
6,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ProtocolSupport.java,1.0,1.0,192.0,192.0,192.0,0.0,0.0,192.0,6.0,6.0,6.0,NO
6,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/WriteLock.java,1.0,1.0,295.0,295.0,295.0,0.0,0.0,295.0,6.0,6.0,6.0,NO
6,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/MySqlClient.java,1.0,1.0,137.0,137.0,137.0,0.0,0.0,137.0,32.0,32.0,32.0,NO
6,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/TestClient.java,2.0,1.0,300.0,150.0,269.0,252.0,126.0,269.0,32.0,16.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/Bookie.java,6.0,1.0,384.0,64.0,343.0,362.0,60.333332,343.0,85.0,14.166667,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/BookieException.java,1.0,1.0,81.0,81.0,81.0,0.0,0.0,81.0,15.0,15.0,15.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,3.0,1.0,166.0,55.333332,154.0,165.0,55.0,154.0,48.0,16.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/AsyncCallback.java,2.0,1.0,82.0,41.0,82.0,81.0,40.5,82.0,33.0,16.5,19.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKException.java,3.0,2.0,164.0,54.666668,130.0,163.0,54.333332,130.0,53.0,17.666666,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookKeeper.java,7.0,2.0,1001.0,143.0,701.0,616.0,88.0,701.0,102.0,14.571428,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerEntry.java,2.0,1.0,63.0,31.5,63.0,58.0,29.0,63.0,47.0,23.5,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerHandle.java,8.0,2.0,933.0,116.625,349.0,844.0,105.5,349.0,105.0,13.125,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieClient.java,5.0,1.0,542.0,108.4,342.0,441.0,88.2,342.0,85.0,17.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieProtocol.java,2.0,1.0,77.0,38.5,70.0,76.0,38.0,70.0,47.0,23.5,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieServer.java,4.0,1.0,203.0,50.75,179.0,199.0,49.75,179.0,80.0,20.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3.0,1.0,532.0,177.33333,532.0,527.0,175.66667,532.0,51.0,17.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,1.0,1.0,133.0,133.0,133.0,0.0,0.0,133.0,32.0,32.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,1.0,1.0,164.0,164.0,164.0,0.0,0.0,164.0,15.0,15.0,15.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,2.0,1.0,148.0,74.0,143.0,148.0,74.0,143.0,34.0,17.0,19.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/LocalBookKeeper.java,2.0,1.0,174.0,87.0,164.0,164.0,82.0,164.0,36.0,18.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java,1.0,1.0,55.0,55.0,55.0,0.0,0.0,55.0,32.0,32.0,32.0,NO
6,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,1.0,1.0,393.0,393.0,393.0,0.0,0.0,393.0,14.0,14.0,14.0,NO
6,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieClientTest.java,4.0,1.0,222.0,55.5,202.0,206.0,51.5,202.0,81.0,20.25,32.0,NO
6,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieFailureTest.java,1.0,1.0,385.0,385.0,385.0,0.0,0.0,385.0,19.0,19.0,19.0,NO
6,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieReadWriteTest.java,7.0,2.0,1105.0,157.85715,497.0,635.0,90.71429,497.0,91.0,13.0,32.0,NO
6,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/CloseTest.java,2.0,1.0,311.0,155.5,301.0,295.0,147.5,301.0,34.0,17.0,19.0,NO
6,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/LedgerRecoveryTest.java,5.0,1.0,361.0,72.2,263.0,338.0,67.6,263.0,71.0,14.2,32.0,NO
6,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/LoopbackClient.java,2.0,1.0,122.0,61.0,117.0,122.0,61.0,117.0,47.0,23.5,32.0,NO
6,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/NIOServerFactoryTest.java,1.0,1.0,60.0,60.0,60.0,0.0,0.0,60.0,32.0,32.0,32.0,NO
6,src/java/test/org/apache/zookeeper/test/DisconnectableZooKeeper.java,1.0,1.0,54.0,54.0,54.0,0.0,0.0,54.0,3.0,3.0,3.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZNodeResource.java,1.0,1.0,375.0,375.0,375.0,0.0,0.0,375.0,20.0,20.0,20.0,NO
6,src/recipes/lock/test/org/apache/zookeeper/recipes/lock/WriteLockTest.java,1.0,1.0,151.0,151.0,151.0,0.0,0.0,151.0,6.0,6.0,6.0,NO
6,src/recipes/queue/test/org/apache/zookeeper/recipes/queue/DistributedQueueTest.java,1.0,1.0,273.0,273.0,273.0,0.0,0.0,273.0,1.0,1.0,1.0,NO
6,src/java/main/org/apache/jute/compiler/JBoolean.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JByte.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JCompType.java,3.0,2.0,1.0,0.33333334,1.0,-2.0,-0.6666667,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JDouble.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JField.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JFloat.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JInt.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JLong.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JMap.java,3.0,2.0,6.0,2.0,4.0,2.0,0.6666667,2.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JString.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JType.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/compiler/JVector.java,3.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,230.0,76.666664,151.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/RuntimeExceptionMapper.java,1.0,1.0,48.0,48.0,48.0,0.0,0.0,48.0,20.0,20.0,20.0,NO
6,src/java/test/org/apache/zookeeper/server/ToStringTest.java,1.0,1.0,38.0,38.0,38.0,0.0,0.0,38.0,1.0,1.0,1.0,NO
6,src/java/test/org/apache/zookeeper/test/ClientRetry.java,2.0,2.0,80.0,40.0,60.0,68.0,34.0,60.0,42.0,21.0,41.0,NO
6,src/java/test/org/apache/zookeeper/test/GetChildren2Test.java,1.0,1.0,136.0,136.0,136.0,0.0,0.0,136.0,16.0,16.0,16.0,NO
6,src/java/test/org/apache/zookeeper/test/StatTest.java,2.0,2.0,205.0,102.5,198.0,205.0,102.5,198.0,19.0,9.5,15.0,NO
6,src/java/test/org/apache/zookeeper/test/WatcherFuncTest.java,10.0,5.0,596.0,59.6,436.0,470.0,47.0,436.0,364.0,36.4,151.0,NO
6,src/java/test/org/apache/zookeeper/test/DBSizeTest.java,3.0,2.0,90.0,30.0,66.0,87.0,29.0,66.0,18.0,6.0,17.0,YES
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKDefs.java,2.0,1.0,107.0,53.5,69.0,107.0,53.5,69.0,33.0,16.5,19.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookieHandle.java,7.0,2.0,504.0,72.0,250.0,371.0,53.0,250.0,90.0,12.857142,32.0,YES
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/ClientCBWorker.java,6.0,1.0,163.0,27.166666,112.0,138.0,23.0,112.0,99.0,16.5,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerManagementProcessor.java,2.0,1.0,1286.0,643.0,1144.0,1272.0,636.0,1144.0,33.0,16.5,19.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerRecoveryMonitor.java,7.0,2.0,263.0,37.57143,213.0,245.0,35.0,213.0,87.0,12.428572,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerSequence.java,1.0,1.0,65.0,65.0,65.0,0.0,0.0,65.0,32.0,32.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumEngine.java,6.0,1.0,389.0,64.833336,265.0,299.0,49.833332,265.0,100.0,16.666666,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumOpMonitor.java,6.0,1.0,659.0,109.833336,496.0,472.0,78.666664,496.0,100.0,16.666666,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ReadEntryCallback.java,1.0,1.0,35.0,35.0,35.0,0.0,0.0,35.0,32.0,32.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/WriteCallback.java,1.0,1.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,32.0,NO
6,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/ClientBase.java,1.0,1.0,343.0,343.0,343.0,0.0,0.0,343.0,32.0,32.0,32.0,NO
6,src/java/test/org/apache/zookeeper/server/quorum/ObserverTest.java,1.0,1.0,236.0,236.0,236.0,0.0,0.0,236.0,24.0,24.0,24.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/ObserverMXBean.java,1.0,1.0,37.0,37.0,37.0,0.0,0.0,37.0,24.0,24.0,24.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,6.0,3.0,52.0,8.666667,17.0,-8.0,-1.3333334,3.0,407.0,67.833336,151.0,NO
6,src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java,1.0,1.0,30.0,30.0,30.0,0.0,0.0,30.0,8.0,8.0,8.0,YES
6,src/java/main/org/apache/zookeeper/server/quorum/LearnerSyncRequest.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java,20.0,4.0,571.0,28.55,391.0,81.0,4.05,19.0,651.0,32.55,151.0,YES
6,src/java/main/org/apache/zookeeper/server/quorum/FollowerSessionTracker.java,3.0,2.0,16.0,5.3333335,8.0,6.0,2.0,4.0,261.0,87.0,151.0,NO
6,src/java/main/org/apache/jute/Index.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/InputArchive.java,3.0,2.0,1.0,0.33333334,1.0,-2.0,-0.6666667,0.0,230.0,76.666664,151.0,NO
6,src/java/main/org/apache/jute/XmlInputArchive.java,3.0,2.0,15.0,5.0,14.0,0.0,0.0,0.0,230.0,76.666664,151.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildren.java,1.0,1.0,80.0,80.0,80.0,0.0,0.0,80.0,20.0,20.0,20.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildrenJSON.java,1.0,1.0,76.0,76.0,76.0,0.0,0.0,76.0,20.0,20.0,20.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZError.java,1.0,1.0,41.0,41.0,41.0,0.0,0.0,41.0,20.0,20.0,20.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZPath.java,1.0,1.0,63.0,63.0,63.0,0.0,0.0,63.0,20.0,20.0,20.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZStat.java,1.0,1.0,106.0,106.0,106.0,0.0,0.0,106.0,20.0,20.0,20.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/JAXBContextResolver.java,1.0,1.0,72.0,72.0,72.0,0.0,0.0,72.0,20.0,20.0,20.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/KeeperExceptionMapper.java,1.0,1.0,86.0,86.0,86.0,0.0,0.0,86.0,20.0,20.0,20.0,NO
6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZErrorWriter.java,1.0,1.0,63.0,63.0,63.0,0.0,0.0,63.0,20.0,20.0,20.0,NO
6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/RestTestSuite.java,1.0,1.0,42.0,42.0,42.0,0.0,0.0,42.0,20.0,20.0,20.0,NO
6,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZooKeeperOperation.java,1.0,1.0,38.0,38.0,38.0,0.0,0.0,38.0,6.0,6.0,6.0,NO
6,src/java/main/org/apache/zookeeper/Quotas.java,1.0,1.0,68.0,68.0,68.0,0.0,0.0,68.0,15.0,15.0,15.0,NO
6,src/java/main/org/apache/zookeeper/StatsTrack.java,1.0,1.0,101.0,101.0,101.0,0.0,0.0,101.0,15.0,15.0,15.0,NO
6,src/java/systest/org/apache/zookeeper/test/system/DuplicateNameException.java,1.0,1.0,26.0,26.0,26.0,0.0,0.0,26.0,11.0,11.0,11.0,NO
6,src/java/systest/org/apache/zookeeper/test/system/Instance.java,1.0,1.0,59.0,59.0,59.0,0.0,0.0,59.0,11.0,11.0,11.0,NO
6,src/java/systest/org/apache/zookeeper/test/system/NoAssignmentException.java,1.0,1.0,24.0,24.0,24.0,0.0,0.0,24.0,11.0,11.0,11.0,NO
6,src/java/systest/org/apache/zookeeper/test/system/NoAvailableContainers.java,1.0,1.0,28.0,28.0,28.0,0.0,0.0,28.0,11.0,11.0,11.0,NO
6,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/jmx/ZKMBeanInfo.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/server/DataTreeMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/QuorumMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/ServerBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/ServerMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
6,src/java/main/org/apache/zookeeper/server/auth/AuthenticationProvider.java,3.0,2.0,12.0,4.0,8.0,3.0,1.0,2.0,264.0,88.0,151.0,NO
6,src/java/main/org/apache/zookeeper/server/quorum/FollowerSyncRequest.java,2.0,1.0,34.0,17.0,18.0,34.0,17.0,18.0,19.0,9.5,19.0,NO
7,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,39.0,4.0,1452.0,37.23077,573.0,376.0,9.641026,120.0,744.0,19.076923,151.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,22.0,4.0,669.0,30.40909,210.0,136.0,6.181818,58.0,446.0,20.272728,151.0,YES
7,src/java/main/org/apache/zookeeper/server/DataTree.java,28.0,5.0,1089.0,38.892857,327.0,625.0,22.321428,257.0,763.0,27.25,151.0,NO
7,src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java,46.0,6.0,2446.0,53.173912,850.0,820.0,17.826086,254.0,810.0,17.608696,151.0,YES
7,src/java/main/org/apache/zookeeper/server/ServerCnxn.java,12.0,3.0,113.0,9.416667,64.0,33.0,2.75,49.0,449.0,37.416668,151.0,YES
7,src/java/main/org/apache/zookeeper/server/ZKDatabase.java,3.0,1.0,466.0,155.33333,454.0,461.0,153.66667,454.0,38.0,12.666667,19.0,YES
7,src/java/test/org/apache/zookeeper/test/SessionTest.java,19.0,5.0,436.0,22.947369,114.0,268.0,14.105263,54.0,500.0,26.31579,151.0,YES
7,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java,25.0,4.0,260.0,10.4,54.0,137.0,5.48,36.0,718.0,28.72,151.0,YES
7,src/java/main/org/apache/zookeeper/server/ServerStats.java,6.0,3.0,45.0,7.5,25.0,-3.0,-0.5,5.0,384.0,64.0,151.0,NO
7,src/java/main/org/apache/zookeeper/server/SessionTracker.java,5.0,2.0,29.0,5.8,8.0,18.0,3.6,8.0,287.0,57.4,151.0,YES
7,src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,14.0,4.0,136.0,9.714286,36.0,37.0,2.642857,19.0,474.0,33.857143,151.0,YES
7,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,28.0,5.0,572.0,20.428572,87.0,-222.0,-7.928571,54.0,754.0,26.928572,151.0,YES
7,src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java,15.0,3.0,887.0,59.133335,480.0,604.0,40.266666,480.0,157.0,10.466666,35.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/Follower.java,21.0,4.0,731.0,34.809525,369.0,-197.0,-9.380953,25.0,605.0,28.809525,151.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,21.0,4.0,458.0,21.809525,80.0,131.0,6.2380953,43.0,590.0,28.095238,151.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java,7.0,3.0,49.0,7.0,16.0,30.0,4.285714,11.0,69.0,9.857142,26.0,YES
7,src/java/main/org/apache/zookeeper/server/ServerConfig.java,10.0,4.0,151.0,15.1,52.0,44.0,4.4,14.0,326.0,32.6,151.0,NO
7,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,13.0,4.0,195.0,15.0,74.0,127.0,9.769231,74.0,217.0,16.692308,81.0,NO
7,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,14.0,4.0,256.0,18.285715,112.0,150.0,10.714286,112.0,270.0,19.285715,81.0,YES
7,src/java/test/org/apache/zookeeper/server/ZooKeeperServerMainTest.java,2.0,1.0,134.0,67.0,131.0,131.0,65.5,131.0,9.0,4.5,6.0,YES
7,src/java/test/org/apache/zookeeper/server/quorum/QuorumPeerMainTest.java,9.0,3.0,414.0,46.0,165.0,289.0,32.11111,165.0,122.0,13.555555,41.0,YES
7,src/java/main/org/apache/zookeeper/ClientCnxn.java,39.0,5.0,879.0,22.538462,121.0,462.0,11.846154,90.0,737.0,18.897436,151.0,YES
7,src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java,20.0,4.0,430.0,21.5,264.0,-79.0,-3.95,17.0,566.0,28.3,151.0,YES
7,src/java/test/org/apache/zookeeper/test/ClientBase.java,34.0,5.0,772.0,22.705883,182.0,557.0,16.382353,157.0,730.0,21.470589,151.0,YES
7,src/java/main/org/apache/zookeeper/server/DataNode.java,15.0,4.0,189.0,12.6,70.0,76.0,5.0666666,37.0,549.0,36.6,151.0,NO
7,src/java/main/org/apache/zookeeper/server/DataTreeBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
7,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,26.0,4.0,853.0,32.807693,204.0,336.0,12.923077,106.0,566.0,21.76923,151.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java,2.0,1.0,3.0,1.5,2.0,0.0,0.0,0.0,38.0,19.0,26.0,NO
7,src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java,34.0,5.0,205.0,6.029412,24.0,68.0,2.0,16.0,765.0,22.5,151.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/LearnerSessionTracker.java,1.0,1.0,7.0,3.0,7.0,0.0,0.0,3.0,12.0,12.0,12.0,NO
7,src/java/test/org/apache/zookeeper/test/QuorumBase.java,13.0,4.0,413.0,31.76923,147.0,320.0,24.615385,147.0,240.0,18.461538,41.0,YES
7,src/java/main/org/apache/zookeeper/Version.java,2.0,1.0,11.0,5.5,8.0,2.0,1.0,2.0,247.0,123.5,151.0,NO
7,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,24.0,5.0,1112.0,46.333332,414.0,833.0,34.708332,273.0,244.0,10.166667,35.0,YES
7,src/java/main/org/apache/zookeeper/server/LogFormatter.java,5.0,3.0,59.0,11.8,44.0,37.0,7.4,35.0,304.0,60.8,151.0,YES
7,src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java,5.0,1.0,178.0,35.6,85.0,49.0,9.8,38.0,298.0,59.6,151.0,NO
7,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,4.0,3.0,14.0,3.5,8.0,4.0,1.0,2.0,294.0,73.5,151.0,NO
7,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,17.0,5.0,143.0,8.411765,55.0,-6.0,-0.3529412,54.0,578.0,34.0,151.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/Learner.java,2.0,1.0,380.0,190.0,375.0,375.0,187.5,375.0,31.0,15.5,19.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,27.0,3.0,629.0,23.296297,136.0,45.0,1.6666666,43.0,475.0,17.592592,151.0,YES
7,src/java/main/org/apache/zookeeper/version/util/VerGen.java,7.0,4.0,85.0,12.142858,18.0,37.0,5.285714,18.0,311.0,44.42857,151.0,NO
7,src/java/systest/org/apache/zookeeper/test/system/GenerateLoad.java,2.0,2.0,721.0,360.5,700.0,714.0,357.0,700.0,33.0,16.5,17.0,NO
7,src/java/systest/org/apache/zookeeper/test/system/InstanceContainer.java,3.0,2.0,316.0,105.333336,313.0,309.0,103.0,313.0,58.0,19.333334,31.0,NO
7,src/java/test/org/apache/zookeeper/test/IntegrityCheck.java,6.0,4.0,43.0,7.1666665,22.0,19.0,3.1666667,18.0,267.0,44.5,151.0,NO
7,src/java/test/org/apache/zookeeper/test/SledgeHammer.java,7.0,5.0,34.0,4.857143,19.0,17.0,2.4285715,18.0,323.0,46.142857,151.0,YES
7,src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java,15.0,4.0,332.0,22.133333,236.0,296.0,19.733334,236.0,257.0,17.133333,81.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerBean.java,2.0,2.0,85.0,42.5,68.0,85.0,42.5,68.0,99.0,49.5,81.0,NO
7,src/java/main/org/apache/zookeeper/KeeperException.java,9.0,3.0,605.0,67.22222,383.0,328.0,36.444443,261.0,331.0,36.77778,151.0,YES
7,src/java/main/org/apache/zookeeper/ZooKeeper.java,38.0,5.0,1258.0,33.105263,302.0,424.0,11.157895,145.0,604.0,15.894737,151.0,YES
7,src/java/main/org/apache/zookeeper/jmx/MBeanRegistry.java,1.0,1.0,34.0,14.0,34.0,0.0,0.0,14.0,7.0,7.0,7.0,NO
7,src/java/main/org/apache/zookeeper/server/ZooKeeperServerBean.java,2.0,2.0,30.0,15.0,29.0,27.0,13.5,29.0,25.0,12.5,18.0,NO
7,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMXBean.java,1.0,1.0,26.0,24.0,26.0,0.0,0.0,24.0,18.0,18.0,18.0,NO
7,src/java/main/org/apache/jute/OutputArchive.java,3.0,2.0,1.0,0.33333334,1.0,-1.0,-0.33333334,0.0,230.0,76.666664,151.0,NO
7,src/java/systest/org/apache/zookeeper/test/system/QuorumPeerInstance.java,3.0,2.0,294.0,98.0,231.0,275.0,91.666664,231.0,44.0,14.666667,17.0,NO
7,src/java/test/org/apache/zookeeper/test/QuorumTest.java,21.0,5.0,433.0,20.619047,63.0,176.0,8.380953,55.0,454.0,21.619047,151.0,YES
7,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerMXBean.java,1.0,1.0,13.0,13.0,13.0,0.0,0.0,13.0,18.0,18.0,18.0,NO
7,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
7,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerMXBean.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
7,src/java/test/org/apache/zookeeper/test/HierarchicalQuorumTest.java,11.0,4.0,593.0,53.909092,209.0,293.0,26.636364,188.0,210.0,19.09091,41.0,YES
7,src/java/main/org/apache/zookeeper/Watcher.java,6.0,2.0,99.0,16.5,71.0,61.0,10.166667,43.0,328.0,54.666668,151.0,NO
