Dataset, #TrainingRelease, %training, %Defective in training, %Defective in testing, Classifier, Feature Selection, Sensitivity, Balancing, TP, FP, TN, FN, Precision, Recall, ROC Area, Kappa
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, RANDOM_FOREST, BEST_FIRST, SENSITIVE_LEARNING, SMOTE, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, NO_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, NO_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, NO_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, NaN, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, OVER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, NaN, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, OVER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, NaN, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, OVER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, UNDER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, UNDER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, UNDER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, SMOTE, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, SMOTE, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, SMOTE, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, NO_COST_SENSITIVE, NO_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, SENSITIVE_THRESHOLD, NO_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, SENSITIVE_LEARNING, NO_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, NaN, 0.043869516310461196, IBK, BEST_FIRST, NO_COST_SENSITIVE, OVER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, NaN, 0.043869516310461196, IBK, BEST_FIRST, SENSITIVE_THRESHOLD, OVER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, NaN, 0.043869516310461196, IBK, BEST_FIRST, SENSITIVE_LEARNING, OVER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, NO_COST_SENSITIVE, UNDER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, SENSITIVE_THRESHOLD, UNDER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, SENSITIVE_LEARNING, UNDER_SAMPLING, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, NO_COST_SENSITIVE, SMOTE, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, SENSITIVE_THRESHOLD, SMOTE, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 1, 0.0011235955056179776, 1.0, 0.043869516310461196, IBK, BEST_FIRST, SENSITIVE_LEARNING, SMOTE, 39.0, 850.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, NO_SAMPLING, 35.0, 57.0, 169.0, 13.0, 0.9285714285714286, 0.7477876106194691, 0.7628134218289085, 0.35044703332430227
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, NO_SAMPLING, 36.0, 84.0, 142.0, 12.0, 0.922077922077922, 0.6283185840707964, 0.6891592920353983, 0.23783031988873432
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, NO_SAMPLING, 36.0, 84.0, 142.0, 12.0, 0.922077922077922, 0.6283185840707964, 0.774797197640118, 0.23783031988873432
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, OVER_SAMPLING, 43.0, 114.0, 112.0, 5.0, 0.9572649572649573, 0.49557522123893805, 0.7617994100294986, 0.2066280597595991
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, OVER_SAMPLING, 45.0, 122.0, 104.0, 3.0, 0.9719626168224299, 0.46017699115044247, 0.6988384955752213, 0.20122207192499642
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, OVER_SAMPLING, 45.0, 122.0, 104.0, 3.0, 0.9719626168224299, 0.46017699115044247, 0.7619837758112095, 0.20122207192499642
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, UNDER_SAMPLING, 40.0, 102.0, 124.0, 8.0, 0.9393939393939394, 0.5486725663716814, 0.7481563421828908, 0.21567606953263252
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, UNDER_SAMPLING, 42.0, 117.0, 109.0, 6.0, 0.9478260869565217, 0.4823008849557522, 0.6786504424778761, 0.18700246055869163
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, UNDER_SAMPLING, 42.0, 117.0, 109.0, 6.0, 0.9478260869565217, 0.4823008849557522, 0.7494469026548672, 0.18700246055869163
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, SMOTE, 48.0, 226.0, 0.0, 0.0, NaN, 0.0, 0.7665007374631269, 0.0
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, SMOTE, 48.0, 226.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, NAIVE_BAYES, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, SMOTE, 48.0, 226.0, 0.0, 0.0, NaN, 0.0, 0.775995575221239, 0.0
