Version, File Name, NR, NAuth, Loc Added, Avg Loc Added, Max Loc Added, Churn, Avg Churn, Max Churn, Chg Set Size, Avg Chg Set, Max Chg Set, Buggy
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,11.0,3.0,287.0,26.09091,126.0,241.0,21.90909,126.0,546.0,49.636364,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,1.0,1.0,241.0,241.0,241.0,0.0,0.0,241.0,12.0,12.0,12.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,3.0,3.0,126.0,42.0,112.0,124.0,41.333332,112.0,388.0,129.33333,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,2.0,2.0,55.0,27.5,48.0,48.0,24.0,48.0,376.0,188.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,2.0,2.0,79.0,39.5,76.0,76.0,38.0,76.0,376.0,188.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,3.0,3.0,142.0,47.333332,129.0,139.0,46.333332,129.0,376.0,125.333336,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,1.0,1.0,272.0,272.0,272.0,0.0,0.0,272.0,6.0,6.0,6.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,1.0,1.0,53.0,53.0,53.0,0.0,0.0,53.0,206.0,206.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,3.0,3.0,311.0,103.666664,305.0,306.0,102.0,305.0,468.0,156.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,1.0,1.0,54.0,54.0,54.0,0.0,0.0,54.0,206.0,206.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,2.0,2.0,277.0,138.5,268.0,268.0,134.0,268.0,376.0,188.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,2.0,2.0,53.0,26.5,52.0,52.0,26.0,52.0,376.0,188.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,1.0,1.0,246.0,246.0,246.0,0.0,0.0,246.0,11.0,11.0,11.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,2.0,2.0,66.0,33.0,64.0,64.0,32.0,64.0,376.0,188.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,1.0,1.0,206.0,206.0,206.0,0.0,0.0,206.0,2.0,2.0,2.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,4.0,3.0,319.0,79.75,311.0,315.0,78.75,311.0,469.0,117.25,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,1.0,1.0,47.0,47.0,47.0,0.0,0.0,47.0,206.0,206.0,206.0,NO
1,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,2.0,2.0,93.0,46.5,92.0,92.0,46.0,92.0,376.0,188.0,206.0,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,3.0,2.0,115.0,38.333332,113.0,113.0,37.666668,113.0,35.0,11.666667,26.0,NO
1,hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java,2.0,2.0,52.0,26.0,51.0,51.0,25.5,51.0,376.0,188.0,206.0,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,11.0,2.0,44.0,4.0,8.0,8.0,0.72727275,7.0,378.0,34.363636,170.0,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,3.0,2.0,9.0,3.0,4.0,4.0,1.3333334,3.0,232.0,77.333336,170.0,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/IndexCorruptionTest.java,2.0,2.0,169.0,84.5,166.0,166.0,83.0,166.0,14.0,7.0,10.0,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java,1.0,1.0,127.0,127.0,127.0,0.0,0.0,127.0,1.0,1.0,1.0,YES
1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,5.0,4.0,137.0,27.4,122.0,129.0,25.8,122.0,499.0,99.8,206.0,NO
1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,6.0,3.0,391.0,65.166664,365.0,366.0,61.0,365.0,511.0,85.166664,206.0,NO
